Advert ID	Title	LGA	Locality	Description	Newspaper	Advert Date	Expiry Date	Longtitude	Latitiude	HTML	Cluster Id	Date	Comments
535304934	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	MURRAY RIVER COUNCIL	GONN, BARHAM	Crown roads at Barham, north and south of Gonn Road, adjoining the property of 966 Gonn Road (File Ref: 19/02125, Cluster: 604556) Case Officer: Brennan Farrell	The Koondrook & Barham Bridge	29 March 2019	26 April 2019	143.9636605	-35.47352548	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown roads at Barham, north and south of Gonn Road, adjoining the property of 966 Gonn Road (File Ref: 19/02125, Cluster: 604556) Case Officer: Brennan Farrell (File ref: 19/02125, Cluster: 604556)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Industry - Lands &amp; Water, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the closure applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Brennan Farrell by email at brennan.farrell@crownland.nsw.gov.au or on T:02 6640 3905 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	535304936		
535304937	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	BEGA VALLEY SHIRE COUNCIL	FROGS HOLLOW, KINGSWOOD	Crown roads at Frogs Hollow, within the properties located at 18 & 52 Moorlands Lane, 40 Frogs Hollow Lane and the adjoining property, bounded by Frogs Hollow Lane to the east and south. (File Ref:  13/15799) Case Officer: Christina Costello	Bega District News	29 March 2019	26 April 2019	153.3157405	-28.42881588	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown roads at Frogs Hollow, within the properties located at 18 &amp; 52 Moorlands Lane, 40 Frogs Hollow Lane and the adjoining property, bounded by Frogs Hollow Lane to the east and south. (File Ref:&nbsp; 13/15799) Case Officer: Christina Costello (File ref: 13/15799, Cluster: 604722)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Industry - Lands &amp; Water, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the closure applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Christina Costello by email at Christina.Costello@crownland.nsw.gov.au or on T:02 6640 3947 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	535304939		
535304940	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	CLARENCE VALLEY COUNCIL	LAWRENCE	Crown road at Lawrence, at the intersection of Exmouth St and Kings Creek Rd, adjoining 68 Kings Creek Rd.	Grafton Daily Examiner	29 March 2019	26 April 2019	153.0965186	-29.49227188	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown road at Lawrence, at the intersection of Exmouth St and Kings Creek Rd, adjoining 68 Kings Creek Rd. (File ref: 17/00305, Cluster: 604852)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Industry - Lands &amp; Water, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the closure applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Agata Kasprowicz by email at agata.kasprowicz@crownland.nsw.gov.au or on T:0249205063 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	535304942		
535654869	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	UPPER LACHLAN SHIRE COUNCIL	TARALGA	Crown roads at Taralga; within property known as "Wattle Dale" at 339 Scabben Flat Rd.	Goulburn Post	03 April 2019	01 May 2019	149.8189362	-34.40431905	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown roads at Taralga; within property known as &quot;Wattle Dale&quot; at 339 Scabben Flat Rd. (File ref: 19/02161, Cluster: 604672)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Industry - Lands &amp; Water, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the closure applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Keiran Shanley by email at keiran.shanley@crownland.nsw.gov.au or on T:02 6640 3945 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	535654871		
536652494	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	COOTAMUNDRA-GUNDAGAI REGIONAL COUNCIL	NANGUS, COOLAC, RENO, SOUTH GUNDAGAI	Crown public road within and adjoining the property at 7399 Hume Highway, Coolac. File: 17/04559, Cluster 582616 (A), Case Officer: Rod Carey. Crown public road adjoining the property at 2995 Nangus Road, Nangus. File: 17/02129, Cluster 582616 (B), Case Officer: Rod Carey. Crown public road within the property Lot 552 DP 751421 Nangus Road, Gundagai. File: 17/02574, Cluster 582616 (C), Case Officer: Rod Carey. Crown public road within and adjoining the property bounded by the Hume Highway, Cookoomooroo Creek and the Murrumbidgee River at South Gundagai. File: 17/02552, Cluster 582616 (D), Case Officer: Rod Carey. Crown public road within and adjoining the property at 2995 Bethungra Road, Nangus. File: 17/02582, Cluster 582616 (E), Case Officer: Rod Carey. Crown public road within and adjoining the property at 89 Coolac Road, Coolac. File 17/02720, Cluster 582616 (F), Case Officer: Rod Carey.	Daily Advertiser	05 April 2019	03 May 2019	147.9070377	-35.05536462	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown public road within and adjoining the property at 7399 Hume Highway, Coolac. File: 17/04559, Cluster 582616 (A), Case Officer: Rod Carey.<br/>Crown public road adjoining the property at 2995 Nangus Road, Nangus. File: 17/02129, Cluster 582616 (B), Case Officer: Rod Carey.<br/>Crown public road within the property Lot 552 DP 751421 Nangus Road, Gundagai. File: 17/02574, Cluster 582616 (C), Case Officer: Rod Carey.<br/>Crown public road within and adjoining the property bounded by the Hume Highway, Cookoomooroo Creek and the Murrumbidgee River at South Gundagai. File: 17/02552, Cluster 582616 (D), Case Officer: Rod Carey.<br/>Crown public road within and adjoining the property at 2995 Bethungra Road, Nangus. File: 17/02582, Cluster 582616 (E), Case Officer: Rod Carey.<br/>Crown public road within and adjoining the property at 89 Coolac Road, Coolac. File 17/02720, Cluster 582616 (F), Case Officer: Rod Carey. (File ref: 17/04559, Cluster: 582616)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Industry - Lands &amp; Water, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the closure applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Roderick Carey by email at Rod.Carey@crownland.nsw.gov.au or on T:02 6691 9612 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	536652496		
536652497	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	NARRABRI SHIRE COUNCIL	BOGGABRI	Crown Road at Boggabri: within and adjoining properties located at 182 & 262 Caloola Road and 51 Vine Lane.	Narrabri North West Courier	04 April 2019	02 May 2019	150.0414276	-30.71057436	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown Road at Boggabri: within and adjoining properties located at 182 &amp; 262 Caloola Road and 51 Vine Lane. (File ref: 19/01343, Cluster: 603446)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Industry - Lands &amp; Water, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the closure applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Stephen Houlahan by email at stephen.houlahan@crownland.nsw.gov.au or on T:02 6640 3908 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	536652499		
536652500	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	MID-WESTERN REGIONAL COUNCIL	YARRABIN	Crown roads at Yarrabin, north and east of Yarrabin Rd, adjoining and within the property known as Malboona 1193 Yarrabin Rd.	Mudgee Guardian & Gulgong Advertiser	05 April 2019	03 May 2019	149.3162752	-32.58801623	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown roads at Yarrabin, north and east of Yarrabin Rd, adjoining and within the property known as Malboona 1193 Yarrabin Rd. (File ref: 10/09837, Cluster: 604760)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Industry - Lands &amp; Water, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the closure applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Danielle Scott by email at danielle.scott@crownland.nsw.gov.au or on T:02 4920 5122 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	536652502		
536652503	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	HILLTOPS COUNCIL	YOUNG	Crown Roads at Young, within or adjoining the properties at 66 Redhill Road and 161, 187 and 195 Henry Lawson Way.	The Young Witness	05 April 2019	03 May 2019	148.2955297	-34.31345773	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown Roads at Young, within or adjoining the properties at 66 Redhill Road and 161, 187 and 195 Henry Lawson Way. (File ref: 19/00594, Cluster: 604980)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Industry - Lands &amp; Water, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the closure applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Sandy Grieves by email at sandy.grieves@crownland.nsw.gov.au or on T:02 6640 3955 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	536652505		
536980213	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	MURRUMBIDGEE COUNCIL	DARLINGTON POINT	Crown public roads at Darlington Point: within and adjoining the property known as "Cavaso" at 14713 & 14877 Sturt Highway, within and adjoining the property known as "Ringwood" at 7491 Kidman Way, within and adjoining the property at 221 Boondilla Road, adjoining the propertyat Donald Ross Drivein Lot 2 DP 1249830. File 11/03720, Cluster 603040, Case Officer: Rod Carey.	The Observer	10 April 2019	08 May 2019	145.9996284	-34.56819246	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown public roads at Darlington Point: within and adjoining the property known as &quot;Cavaso&quot; at 14713 &amp; 14877 Sturt Highway, within and adjoining the property known as &quot;Ringwood&quot; at 7491 Kidman Way, within and adjoining the property at 221 Boondilla Road, adjoining the propertyat Donald Ross Drivein Lot 2 DP 1249830. File 11/03720, Cluster 603040, Case Officer: Rod Carey. (File ref: 11/03720, Cluster: 603040)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Industry - Lands &amp; Water, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the closure applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Roderick Carey by email at Rod.Carey@crownland.nsw.gov.au or on T:02 6691 9612 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	536980215		
536980216	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	SNOWY MONARO REGIONAL COUNCIL	MOONBAH, INGEBIRAH	Crown Road at Moonbah: Roads between properties at 369 & 377 Abington Park Road; within and adjoining 40 Hobbs Lane and within the property 'Evergreen' off Barry Way.	Monaro Post	10 April 2019	08 May 2019	148.5519409	-36.49507443	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown Road at Moonbah: Roads between properties at 369 &amp; 377 Abington Park Road; within and adjoining 40 Hobbs Lane and within the property 'Evergreen' off Barry Way. (File ref: 19/01376, Cluster: 603713)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Industry - Lands &amp; Water, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the closure applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Ashleigh Gibbins by email at ashleigh.gibbins@crownland.nsw.gov.au or on T:02 6640 3957 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	536980218		
536980219	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	TAMWORTH REGIONAL COUNCIL	NEMINGHA	Crown roads at Nemingha including roads adjoining and within 47B Gallagher Road; 78, 85 and 95 Nemingha Heights Road; 446 to 448 and 450 - 456 Armidale Road.	Tamworth Times	10 April 2019	08 May 2019	150.9901162	-31.12372728	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown roads at Nemingha including roads adjoining and within 47B Gallagher Road; 78, 85 and 95 Nemingha Heights Road; 446 to 448 and 450 - 456 Armidale Road. (File ref: 19/02228, Cluster: 604758)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Industry - Lands &amp; Water, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the closure applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Megan McCullough by email at megan.mccullough@crownland.nsw.gov.au or on T:02 6640 3928 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	536980221		
537237423	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	GREATER HUME SHIRE COUNCIL	JINDERA	Crown road at Jindera adjoining the properties at 123-125 Creek Street, 122 and 128 Adams Street, 81 to 83, 85 to 87,89, 93 and 95 Watson Street and  84, 88, 90, 92, 94, 96 and 98 Fallon Street. CL 584703 File Ref 17/05659. 	Albury Border Mail	11 April 2019	09 May 2019	146.8886402	-35.95472203	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown road at Jindera adjoining the properties at 123-125 Creek Street, 122 and 128 Adams Street, 81 to 83, 85 to 87,89, 93 and 95 Watson Street and&nbsp; 84, 88, 90, 92, 94, 96 and 98 Fallon Street. CL 584703 File Ref 17/05659.<br/> (File ref: 17/05659, Cluster: 584703)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Industry - Lands &amp; Water, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the closure applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.crownland.nsw.gov.au or contact Cheryl Thorley by email at Cheryl.Thorley@crownland.nsw.gov.au or on T:02 6640 3943 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	537237425		
537934050	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	SNOWY VALLEYS COUNCIL,COOTAMUNDRA-GUNDAGAI REGIONAL COUNCIL	BRUNGLE CREEK, DARBALARA	Crown roads at Brungle, Brungle Creek & Darbalara, within and adjoining the property known as "Hillview" at 727 Brungle Creek Road and the property known as "Braeburn" at 1132-1298 Brungle Creek Road.	Gundagai Independent	15 April 2019	13 May 2019	148.2844143	-35.14377293	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown roads at Brungle, Brungle Creek &amp; Darbalara, within and adjoining the property known as &quot;Hillview&quot; at 727 Brungle Creek Road and the property known as &quot;Braeburn&quot; at 1132-1298 Brungle Creek Road. (File ref: 10/19723, Cluster: 588351)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Industry - Lands &amp; Water, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the closure applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Mandy Ade by email at mandy.ade@crownland.nsw.gov.au or on T:02 6640 3923 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	537934052		
537934053	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	MID-WESTERN REGIONAL COUNCIL,DUBBO REGIONAL COUNCIL	GOOLMA, SPICERS CREEK	Crown roads at Goola and Spicers Creek, south of Goolma Rd, north and west of Uamby Rd, within and adjoining properties of Belara, Endacott and Nellenview (Cluster 594136, File ref: 18/01233)	Mudgee Guardian	16 April 2019	14 May 2019	149.2775452	-32.37482931	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown roads at Goola and Spicers Creek, south of Goolma Rd, north and west of Uamby Rd, within and adjoining properties of Belara, Endacott and Nellenview (Cluster 594136, File ref: 18/01233) (File ref: 18/01233, Cluster: 594136)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Industry - Lands &amp; Water, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the closure applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Rebecca Shaw by email at rebecca.shaw@crownland.nsw.gov.au or on T:(02) 4925 4128 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	537934055		
537934056	PROPOSED ROAD CLOSING SECTION 35 ROADS ACT 1993 & NOTICE OF INTENTION TO SELL CROWN LANDS SECTION 34(3) CROWN LANDS ACT 1989	QUEANBEYAN-PALERANG REGIONAL COUNCIL	BUNGENDORE	Crown Road at Bungendore on the western boundary of property at 457 Bungendore Road.	Canberra Times	13 April 2019	11 May 2019	149.4433386	-35.25450524	<p><br/></p> <p><b>PROPOSED ROAD DISPOSAL SECTION 152D ROADS ACT 1993</b></p> <p>In accordance with section 152D of the <i>Roads Act 1993</i>, notice is hereby given of the proposed sale of the Crown public roads listed in Schedule 1. If a sale proceeds, the road(s) will cease to be a public road upon transfer of the road to freehold land in accordance with section 152H of the Act. </p> <p>Schedule 1:</p> <ul> <li><p>Crown Road at Bungendore on the western boundary of property at 457 Bungendore Road. (File ref: 19/01180, Cluster: 603498)&nbsp; </p> </li> </ul><p>All interested persons are hereby invited to make submissions concerning the proposal to Department of Industry - Lands &amp; Water, PO Box 2215, DANGAR NSW 2309 within twenty-eight (28) days of the date of this advertisement.</p> <p>Any person is entitled to make submissions with respect to the sale or disposal of the road. Please note that submissions may be referred to third parties (such as council or the closure applicant) for consideration in accordance with the <i>Government Information (Public Access) Act 2009</i>. </p> <p>For further enquiries please visit the website www.industry.nsw.gov.au/lands/access/roads or contact Ashleigh Gibbins by email at ashleigh.gibbins@crownland.nsw.gov.au or on T:02 6640 3957 quoting file references above.</p> <p><br/></p> <p>For the Manager, Business Centre Newcastle</p>	537934058		
